Topic,Count,Name,Representation,Representative_Docs
369,11,369_ahem_akgov_akelect_akleg,"['ahem', 'akgov', 'akelect', 'akleg', 'aknews', 'alaskan', 'httpsinsafpkhome', 'mergers', 'nexstars', 'pakistanimran']","[""Updates and discussions on Nexstar's media power, mergers, and industry shifts in the broadcasting arena.\n\nCreate your own feed with https://bluefacts.app/feed-builder"", 'News and posts about the Medill School of Journalism at Northwestern University.', 'This feed shares posts from Alaska news org accounts and filters posts from individual Alaskan journalists for posts tagged with #aknews #akgov #akelect or #akleg']"
370,11,370_darth_pupskyapp_pup_psycholonials,"['darth', 'pupskyapp', 'pup', 'psycholonials', 'swagging', 'swann', 'rychilla', 'bsbc', 'maxsailbskysocial', 'bskybookclub']","['A space for the Pup community on Bluesky — an algorithmic feed dedicated to pup play, featuring trending and current posts. See @pupsky.app for more feeds.\r\n\r\nℹ️ Follow @pupsky.app to be part of this and all feeds.', ""It's just Darth posts. Darth is one of the best things about Bluesky, but his feed can be overwhelming."", 'A feed for the Bluesky book club, now reading ""Three Bags Full: A Sheep Detective Story,"" by Leonie Swann. Tag posts with BSBC, 🐑 📖, Bluesky Book Club, or bskybookclub.']"
371,11,371_ruby_rails_skillstopracticecom_tidytuesday,"['ruby', 'rails', 'skillstopracticecom', 'tidytuesday', 'thanksgiving', 'distilled', 'httpswwwskillstopracticecomdistilledfaq', 'inbox', 'httpsbskyappprofileskillstopracticecomfeedaaaf5jle4pb7e', 'dragonruby']","['An early stage feed intended to aggregate posts of interest to the Ruby, RubyMotion and DragonRuby ecosystems. Email bluruby@intellog.com to be added as a Trusted Contributor.', 'Sources from starterpacks, lists, etc to make a big  messy inbox for @skillstopractice.com to sift through to find posts for Ruby + Rails : Distilled.\n\n(FIXME: LINK TO SOURCES + INFO PAGE)\n\nhttps://bsky.app/profile/skillstopractice.com/feed/aaaf5jle4pb7e', 'Shuffled up remix of the Ruby + Rails : Distilled archival feed.\n\nMost of the posts there are somewhat timeless. So why not throw some old ones in the gem tumbler and see what comes out?']"
372,11,372_historic_convocation_brittlestar_heritageconservation,"['historic', 'convocation', 'brittlestar', 'heritageconservation', 'historicarchitecture', 'drosophila', 'echinoderms', 'dailynature', 'basketstar', 'historicbuilding']","['A sci-fi feed focused on space exploration merges speculative stories, technological progress, and the drive to explore the cosmos, blending fictional journeys with real and future space achievements.', 'Echinoderms! News, pictures, videos, art, science...\r\n\r\nTo post: use #SeaStar #Starfish #SeaCucumber #SeaUrchin #BasketStar #Brittlestar\r\n\r\nProblems: ping @xenomatt.bksy.social', 'Posts related to historic preservation, historic sites and historic buildings! #oldbuilding #historicsite #historicarchitecture #historicbuilding #heritageconservation #historicpreservation']"
373,11,373_syria_syrian_units_protection,"['syria', 'syrian', 'units', 'protection', 'east', 'damas', 'damascus', 'fadahjassembskysocial', 'aanes', 'asaad']","['Keyword based feed to follow events in Syria.', ""Posts about the Autonomous Administration of North and East Syria (AANES) aka Rojava, Syrian Democratic Forces (SDF),  People's Protection Units (YPG), Women's Protection Units (YPJ), and pro-democracy Syrian Rebels."", 'Latest posts on Syria']"
374,11,374_upload_where_kill_convenience,"['upload', 'where', 'kill', 'convenience', 'lives', 'could', 'spam', 'put', 'looks', 'artworks']","['If looks could kill 💅', 'All the art I upload here.', 'Here I will upload all my art!']"
375,11,375_trending_acending_hellthread_commentariat,"['trending', 'acending', 'hellthread', 'commentariat', 'thursday', 'throw', 'days', 'ranked', 'english', 'funny']","['Trending posts from people I follow', 'All Throw Back Thursday pictures in the last 7 days', 'Acending list of posts that are not in the hellthread, not replies, from the past 3 days']"
376,11,376_bandit_bluey_bskyshcli_httpsthelaceylegacycom,"['bandit', 'bluey', 'bskyshcli', 'httpsthelaceylegacycom', 'lacey', 'heeler', 'httpsskywriterblue', 'waterfire', 'providence', 'downtown']","['Compilation of posts for the Lacey Legacy in BlueSky. Good for a quick catch-up! For the full legacy visit:  https://thelaceylegacy.com/\n\nBlueskyFeedCreator.com', 'Bluey, Bingo, Chilli, and Bandit Heeler', 'Posts on Bluesky that relate to WaterFire, a vibrant sculptural and musical event presented on the rivers of downtown Providence, Rhode Island, through much of every year.']"
377,11,377_alaskaspecific_stephenmal_riveapp_katmai,"['alaskaspecific', 'stephenmal', 'riveapp', 'katmai', 'envtuber', 'itzy', 'feeling', 'fat', 'member', 'liekely']","['Use #katmai #fatbearweek #brooksfalls #brookscamp or mention Katmai keywords\r\n\r\nPlease ❤️ this feed! 🧸', 'Just about love, relationships, date, boyfriend, girlfriend, could be us, mood, need, feeling, hotgirl, baby, should be us, love language, craving, feeling...\nYou can post to the feed using ""me and who"" only!', ""Pulls from @rive.app & Rive's official member list.\nTags: #Rive, #RiveApp, #RiveFiles, #MotionUI, #MakeUIfunAgain, #RiveUI, #InteractiveMotion\n\nHosted by SkyFeed""]"
378,10,378_rivals_roa_aether_smash,"['rivals', 'roa', 'aether', 'smash', 'articulated', 'dickslip', 'dungeonsofaether', 'fridayreads', 'httpspastebincomrawkvbm9lmu', 'rivalsofaether']","['Feed for all the posts concerning my webcomic Articulated Magic.', 'The Super Smash Bros. Feed. Share your art, game, tournament or love about Smash !  // Made at BlueskyFeeds.com', 'A feed for all things Rivals of Aether! Posts from official RoA accounts will show up here, as well as anything with these keywords or hashtags:\n\n""Rivals of Aether""\n""Rivals 2""\n""Rivals II""\n#rivalsofaether\n#rivals2\n#dungeonsofaether\n#rivalsII\n#roa\n#roa2\n#roaII\n+the names of most playable characters']"
379,10,379_bitcoin_httpsappsapplecomappid6740137234_bluestocks_stocks,"['bitcoin', 'httpsappsapplecomappid6740137234', 'bluestocks', 'stocks', 'trust', 'features', 'right', 'app', 'track', 'bullish']","['The latest posts about Bausch + Lomb (BLCO). Spam-filtered and relevant for investors. For all features check out the Bluestocks app to track stocks right from Bluesky: https://apps.apple.com/app/id6740137234', 'The latest posts about ProShares Short Bitcoin ETF (BITI). Spam-filtered and relevant for investors. For all features check out the Bluestocks app to track stocks right from Bluesky: https://apps.apple.com/app/id6740137234', 'The latest posts about Grayscale Bitcoin Trust (GBTC). Spam-filtered and relevant for investors. For all features check out the Bluestocks app to track stocks right from Bluesky: https://apps.apple.com/app/id6740137234']"
380,10,380_laughing_humor_comedy_jokes,"['laughing', 'humor', 'comedy', 'jokes', 'daquanjr', 'iandukes', 'deserting', 'iconfused00', 'bounty', 'sarcasm']","['iConfused0_0: Humor in Raw Truths, Random Thoughts, and Unfiltered Vibes. Follow, Have Fun, Comment, and Repost!', 'Jokes, humor, and comedy!', '🤣 Memes that hit different. DaquanJr brings the best viral moments, internet humor, and relatable comedy straight to your timeline. If you ain’t laughing, you’re doing it wrong.\r\n\r\n🔥 Follow for daily laughs.\r\n\r\n#Memes #Comedy #Trending #Culture']"
381,10,381_puzzle_fgc_bungie_puzzles,"['puzzle', 'fgc', 'bungie', 'puzzles', 'fighter', 'defense', 'destiny', 'thefinalshape', 'smitesmite2', 'twid']","['The best Street Fighter 6 #SF6 #スト6 videos and content from the FGC. Boosts posts with videos to encourage sharing tips and tech, etc.\n\nLike ❤️ the feed to help others find it!\n\nNot affiliated with Capcom.\n\nCheck out my feeds for other fighting games!', ""This one is for the #FGC and devoted to SNK's flagship fighter.\n\nNo longer being maintained. MBS can get fucked."", 'Destiny The Game Feed of Players, Community Members, Third Party Tools, and Bungie Staff + some filtering of the firehose\nTags : #LostSectorReport, #destiny, #destiny2, #dtg, #bungie, #destinythegame, #twab, #twid, #destiny2art, #thefinalshape, #lightfall']"
382,10,382_teslatakedown_fiftyfiftyone_handsoff_democracy,"['teslatakedown', 'fiftyfiftyone', 'handsoff', 'democracy', 'looks', 'outlaw', 'what', 'blanket', 'thingy', 'temperature']","['This is what democracy looks like!\r\n\r\n#handsoff #teslatakedown #fiftyfiftyone', 'This is what democracy looks like!\r\n\r\n#handsoff #teslatakedown #fiftyfiftyone', 'This is what democracy looks like!\r\n\r\n#handsoff #teslatakedown #fiftyfiftyone']"
383,10,383_musty_tempura_uno_friend,"['musty', 'tempura', 'uno', 'friend', 'walk', 'httpswwwgrazesocialfeeds9793', 'mandarinchinese', 'fushiuru', 'restriction', 'alsotell']","['テンプレート アニメと漫画用。\r\n１：ハッシュタグが4つ以上を含む投稿を除外Feed\r\n２：ハッシュタグを除外したFeed\r\nこれを合体。\r\n\r\nTemplate for anime and manga.\r\n1: Feed that excludes posts containing 4 or more hashtags.\r\n2: Feed that excludes hashtags.\r\nCombine these.\r\n\r\n#Grazeテンプレート #GrazeTemplates\r\n\r\nGraze Templates viewing site.\r\nhttps://www.graze.social/feeds/9793', 'Actually, I like shrimp tempura. I mean, I wanted to search ""tempura"".\n天ぷらのポストを拾います。', '🟨 Uno by Uno 🟨\n               All Teezo appreciation resides here!\n\nAlso......Tell a friend of a friend to make sure to not \n   walk out musty, cause a real friend will never let \n             you walk outside smellin musty']"
384,10,384_dee_wad_hcnonebskysocial_doods,"['dee', 'wad', 'hcnonebskysocial', 'doods', 'refsheetnetbeesofwardee', 'pencilcat', 'sharkie', 'oroginal', 'lino', 'lin']","['Trying out the PencilCat art challenge!  No promise on how long this will take me.', 'Art from other artists, mostly commissioned, mostly of Dee🦊👓!\n\nDee art can also be found at refsheet.net/BeesOfWar/dee\n\nFeed icon by @hcnone.bsky.social', 'Illustrators, illustration, printmakers, screen printing, handmade art and artists, lino, woodcut, etching, engraving, cyanotype, design, textile art, eco art, alternative photography']"
385,10,385_astrology_dedicated_pisces_capricorn,"['astrology', 'dedicated', 'pisces', 'capricorn', 'aquarius', 'taurus', 'scorpio', 'sagittarius', 'aries', 'virgo']","['Feed dedicated to Sagittarius, astrology, people who are Sagittarius', 'Feed dedicated to Gemini, astrology, people who are Gemini', 'Feed dedicated to Leo, astrology, people who are Leo']"
386,10,386_raccoon_dog_rottweilers_clangen,"['raccoon', 'dog', 'rottweilers', 'clangen', 'breed', 'gen', 'clan', 'large', 'shepherdhuskyretrievergreyhoundmastiffcolliedobermangreat', '200tracks']","['Hope you like raccoons & opossums because that is what you will find here. Images labeled via alt text with the words ""raccoon"" and/or ""opossum"" will show up here.', 'Hi this feed is for clan gen users! Feel free to post your drawings of clan gen/ life gen cats!! Use #clangen or #ClanGen', 'Posts about Hungarian Vizslas, a wonderful breed of dogs and anyone who has a Vizsla will instantly fall in love with them.  They are the original velcro dog, so loving and sociable.']"
387,10,387_rp_baserp_vtuberplus_siha,"['rp', 'baserp', 'vtuberplus', 'siha', 'discordvtuberplus', 'baik', 'bermain', 'memperbanyak', 'foya', 'sumping']","['SIHA의 TRPG 세션 기록 모음 (해시태그 #시하세션)', 'Discordで集まり様々な活動をしているVtuberPlusギルドのタグです。\nThis is a dedicated tag for VtuberPlus guild members active on Discord.', ""Wilujeng sumping BARUDAK RP! \nTempat bermain rp yang baik dan benar, memperbanyak teman, berkumpul, berfoya foya di bsky. \nHome for gathering roleplayer accounts. \nLet's obey the RP rules to create comfort!\n\nsearch bar: #BASERP #BRP""]"
388,10,388_campus_university_events_vibrant,"['campus', 'university', 'events', 'vibrant', 'stay', 'insights', 'updated', 'miami', 'life', 'colasc']","['Stay updated with the latest news, events, and insights from the University of Washington, your source for campus life and academic excellence.', 'Discover the latest news, events, and updates from the University of Miami, celebrating our vibrant campus life and community achievements!', 'Stay updated with the latest news, events, and insights from the University of Rhode Island and its vibrant campus community.']"
389,10,389_epitwitter_russian_propaganda_kyiv,"['epitwitter', 'russian', 'propaganda', 'kyiv', 'bellingcat', 'epidemiology', 'ukrainian', 'bonktastic', 'codfr', 'tanksshipsplanesartillerycolonelgeneralmissilepropagandahelicopterspiesdronefsb']","[""US (USCC) for the Armia Krajowa Int'l (AKI).  The #Democratic #Resistance #US. English/Spanish. Include #USCC-AKI in your post or ALT tag. This channel is for credible information sharing, subversion planning and emergency comms. No memes or snark."", 'Welcome #epitwitter refugees! \n\nA simple feed scooping up epidemiology content in the spirit of #epitwitter and Epitwitter! Include any of the following in your post (# not required but allowed cuz old twitter habits die hard!): epidemiology episky 😷💉\n\nPing tejenson with user acct exclude requests!', ""'russian propaganda' feed. If you see russian propaganda, just reply or quote 'russian propaganda' and it will show up here.  Feel free to add your bonktastic coDFR labwhy.\n+Julia Davis\n+ DFR lab\n😻\n+ Bellingcat""]"
390,10,390_bookreview_review_mysteries_book,"['bookreview', 'review', 'mysteries', 'book', 'reviews', 'anthology', 'thriller', 'father', 'short', 'bipoc']","['Thriller book reviews from the past week. To have your review included, use #BookReview and Thriller.', 'Speculative Fiction book reviews from the past week. To have your review included, use #BookReview and at least one of these terms: SpecFic or Speculative', 'Short Story and Anthology book reviews from the past week. To have your review included, use #BookReview and at least one of these terms: Short Story, Short Stories, or Anthology.']"
391,10,391_younis_soares_zach_teehee,"['younis', 'soares', 'zach', 'teehee', 'one', 'gathered', 'stars', 'meet', 'did', 'lol']","['Meet our stars, now in one feed 🌟', ""Youni's catch all art feed. teehee <3"", 'Art and Media published by Zach Soares']"
