Topic,Count,Name,Representation,Representative_Docs,Total_Likes,Average_Likes
412,11,412_kite_ableist_skyverse_gilly,"['kite', 'ableist', 'skyverse', 'gilly', 'writethedocs', 'gobskyapp', 'ziglang', 'microfiction', 'flashfiction', 'nwtekno']","['An Ena feed, featuring YT animations and Dream BBQ. mostly fanart\n\nBlueskyFeedCreator.com', 'A feed for kite aerial photography, kite science and related kite stuff. // Made at BlueskyFeeds.com', ""A feed designed to show the frequency at which ableist language is used on Bluesky. If you don't want your stuff showing up here, you know what to do. Open to help improving the regex! Apologies for false positives.""]",20,1.82
413,11,413_wwe_borges_match_smackdown,"['wwe', 'borges', 'match', 'smackdown', 'bskybc', 'highlights', 'httpsbluefactsappfeedbuilder', 'events', 'raw', '21012024']","['Latest WWE Raw updates: match previews, in-ring moments, and backstage insights.\n\nCreate your own feed with https://bluefacts.app/feed-builder', 'Latest match highlights, updates, and drama from WWE SmackDown events. Follow recaps and exclusive wrestling moments.\n\nCreate your own feed with https://bluefacts.app/feed-builder', 'Intended for the February #bskybc around Labyrinths by Borges. The feed picks up full name Jorge Luis Borges refs (just borges picked up a tennis player i guess) as well as bskybc']",17,1.55
414,11,414_vgen_artchat_artrecs_gentrification,"['vgen', 'artchat', 'artrecs', 'gentrification', 'vgenopen', 'wardjenkinsbskysocial', 'vgencomm', 'lapis', 'morgue', 'lapislabelnet']","['Art, animation, design, etc. Morgue File: a collection of images for reference & inspiration to artists. This is mine (@wardjenkins.bsky.social) See also on IG: wardsmorguefile', 'Use #artchat to chat about art, art life, ask for help, art theory, recommendations, and all that jazz. Looks for #artchat, #artrecs, #arttheory', 'Feed for finding artists on VGen!\nUnoffiicial Feed / not run by Vgen\nI may consider removing now that vgen has their own feeds now.\n\nTags used: #VGen , #VGenComm, #VGenOpen']",81,7.36
415,11,415_touhou_hanakokun_toiletbound_koishi,"['touhou', 'hanakokun', 'toiletbound', 'koishi', 'hassius', 'colgio', 'mistrios', 'yuyuko', 'kamome', 'orin']","['Feed for the Jealous fans of Parsee Mizuhashi from the Touhou Project\n\n#touhou\n#parseemizuhashi\n#水橋パルスィ\n#zun', 'Feed for the Cat Loving fans of Rin Kaenbyou (Orin) from the Touhou Project\n\n#Orin\n#RinKaenbyou\n#火焔猫燐\n#touhou', 'Feed for the Fans of the All time Hungry Ghost Yuyuko Saigyouji from the Touhou Project! \n\n#touhou\n#YuyukoSaigyouji\n#Yuyuko\n#幽々子\n#西行寺幽々子']",468,42.55
416,11,416_snails_dude_handles_colloquiyum,"['snails', 'dude', 'handles', 'colloquiyum', 'bleepbloopfriends', 'bloop', 'firstnamestudy', 'goggleboxau', 'aeiroth', 'bleep']","['A Feed to gather together posts aimed at the indie electronica scene that has gathered momentum in the UK in the last 5 years or so (though there are non-UK Bleep Bloop Friends, of course...)\r\n\r\nPicks up any post tagged with #bleepbloopfriends', 'People who appreciate snails. Add to the feed using the hashtah #snails', 'My cute snails (black dude is Popo, white dude is Tari)']",28,2.55
417,11,417_glazes_pottery_cartalige_cubedcake,"['glazes', 'pottery', 'cartalige', 'cubedcake', 'glazechemistry', 'demoscene', 'glazetest', 'httpswwwdeviantartcomdan21almeida95artcube11122985889', 'moderniststudies', 'potteryglaze']","['An image-only pottery feed to match my specific and subjective tastes (I make no promises about being a good curator)', 'Character design and thumbnail art is mainly drawn by @Dragonastra. Other artists featuring @cartalige, @CubedCake, @heyimjill.', ""Posts about ceramic and pottery glazes. Whether it's about testing, chemistry, application, or just looking at some cool glazes! Tag your post with any of the following tags for it to be included: #ceramicglaze, #glazetest, #potteryglaze, or #glazechemistry\n\nBlueskyFeedCreator.com""]",61,5.55
418,11,418_authors_indie_idw_publishing,"['authors', 'indie', 'idw', 'publishing', 'literary', 'workinghave', 'prowl', 'alienearth', 'indieauthor', 'author']","['a feed for the Authors of Blsky! \nUSed: #author #indieauthor, Author, Indie', 'For all things IDW Prowl\n\n- Not affiliated with Hasbro or IDW Publishing', 'A feed to help #AmQuerying writers connect. Picks up posts with any of: querying, query letter, literary agent, literary agency, MSWL, trad pub/ traditional publishing/ on submission']",33,3.0
419,11,419_tab_cluttered_media_mediaart,"['tab', 'cluttered', 'media', 'mediaart', 'functions', 'muepin', 'umboos', 'mylkmerch', 'destroy', 'cringe']","['Media/Art feed tab thing???', ""A handy feed of all my art posts! So my cluttered media tab doesn't destroy everything. :3"", 'A collection of all my art posts tagged with #art\n\nLess cluttered version of my media tab!']",23,2.09
420,11,420_stream_twitch_concatenation_captionalt,"['stream', 'twitch', 'concatenation', 'captionalt', 'twitchart', 'twitchcrafter', 'uninteresting', 'twitchcreative', 'twitchcraftstreamer', 'vtubergroup']","['A stream of just posts for you to enjoy 🩸', 'When I have a Stream Idea, I just post it with ""Stream Idea : ""', 'Post anything related to your twitch art streams! Tags/phrases for caption/alt text:\n\n#twitchartist #twitchart #artistsoftwitch #twitchartstreamer #artistsontwitch #twitchartstream #twitchcreative #twitchcrafter #twitchcraftstreamer twitch art, twitch artist, artists of/on twitch, twitch art stream']",9,0.82
421,11,421_highkeyhateme_nikki_covenpiebskysocial_elisa,"['highkeyhateme', 'nikki', 'covenpiebskysocial', 'elisa', 'afterlaughsbskysocial', 'everlasting', 'romboli', 'oli', 'highkeyhatemefanart', 'installment']","['this feed is for posts about shining nikki, the fourth installment of the beloved nikki games ♡︎\n\nBlueskyFeedCreator.com', 'A feed of posts from across Bluesky celebrating the everlasting love between Max Caulfield and Chloe Price from the DONTNOD video game 𝘓𝘪𝘧𝘦 𝘪𝘴 𝘚𝘵𝘳𝘢𝘯𝘨𝘦.\n\nIcon image courtesy of Elisa Romboli (@afterlaughs.bsky.social)', 'This is the Highkeyhateme Feed! Any Oli Highkeyhateme fanart or anything with the tags: #highkeyhateme or #highkeyhatemeart or #highkeyhatemefanart will be sent to this feed!\n\nBlueskyFeedCreator.com']",115,10.45
422,10,422_iphone_economy_leading_accunts,"['iphone', 'economy', 'leading', 'accunts', 'dissecting', 'air', 'explainers', 'okc', 'tanks', 'proposals']","['Discussions on iPhone Air design, features, and performance. Excludes posts about iPhone Pro.\n\nCreate your own feed with https://bluefacts.app/feed-builder', 'Feed for posts about the iPhone air model', 'Dissecting the world economy, its major trends and global economic and financial news from leading researchers and think tanks.']",95,9.5
423,10,423_thearchaeologyorg_resilience_inspiring_interdependence,"['thearchaeologyorg', 'resilience', 'inspiring', 'interdependence', 'honesty', 'mobilising', 'mutuality', 'drama', 'journalism', 'restore']","['A curated stream of long-form science, philosophy, and cultural analysis from publications that prioritize depth over drama. No AI hype, no billionaire drama, just thoughtful exploration of how the world works.', 'A curated keyword stream of inspiring breakthroughs, innovations, and community efforts that restore hope. From sustainability wins to mental health progress, this feed highlights real-world solutions, resilience, and human potential in the face of global challenges.', 'People, organisations, and groups who are mobilising, supporting, and inspiring communities to be the most wonderful places to live. Grass roots compassion, politics, and resilience based on mutuality, interdependence, and pragmatism. Working with hope, honesty, and kindness.\n\nBlueskyFeedCreator.com']",13,1.3
424,10,424_flashinvaders_invaderwashere_sur_elrics,"['flashinvaders', 'invaderwashere', 'sur', 'elrics', 'ariaart', 'googly', 'jrabbitrun', 'malle', 'lartiste', 'icone']","['Steady drip of art from Clobeast.', 'Art feed of anything Malle Yeno makes~', ""Feed des publications francophones sur les mosaïques de l'artiste Invader et sur FlashInvaders.\n\n#flashinvaders #invaderwashere invaderwashere\n\n(illustration icone FlashInvaders)""]",24,2.4
425,10,425_ski_return_applauded_arada,"['ski', 'return', 'applauded', 'arada', 'sec', 'streamerbot', 'bharadwaj', 'bdoscreenshot', 'leebeebee', 'knocked']","[""every week on Friday. To encourage anyone to be creative despite challenges. Maybe it's time, art block, life, or something else preventing creativity. We can always return when we can. We can ease into it slowly or focus on smaller things. What matters is when you get knocked down, you get back up."", 'A feed that will return any posts that contain some variant of the word ""ski"" or ""snowboard.""  Should filter out mentions of waterskiing and jet skiing.  It will block any word that ends in ""ski"" (i.e. ""blueski"").  It should match posts with ""⛷️""', 'Feed pulls posts that include test/hashtags/alt text with keywords: Murderbot, Martha Wells, Sanctuary Moon, Mensah, Ratthi, Gurathin, Sec Unit, Bharadwaj, Pin-li, Arada, Leebeebee']",150,15.0
426,10,426_diesel_specializes_firm_labs,"['diesel', 'specializes', 'firm', 'labs', 'analytics', 'intelligence', 'candidates', 'data', 'big', 'live']","['Live feed for the show Andor from Disney+ and Star Wars / Lucasfilm\n\nFeed curated by Diesel Labs, a content intelligence firm that specializes in big data & analytics', 'Live feed for the BET Awards 2025\n\nFeed curated by Diesel Labs, a content intelligence firm that specializes in big data & analytics', 'Live feed for The Last of Us (season 2)\n        \nFeed curated by Diesel Labs, a content intelligence firm that specializes in big data & analytics']",14,1.4
427,10,427_trump_wine_blue_sky,"['trump', 'wine', 'blue', 'sky', 'cartoons', 'political', 'communication', 'cronies', 'commentrary', 'parodies']","['Trump announcements and commentary on his announcements from Blue Sky posters on the right left and middle of the political spectrum.', 'Political Cartoons on Blue Sky.', 'Everything Trump in News Media on Blue Sky. Track what the news media and journalists are saying about Trump and his political cronies.']",38,3.8
428,10,428_keyboard_serverless_docusaurus_aroun,"['keyboard', 'serverless', 'docusaurus', 'aroun', 'aspnet', 'httpsdocusaurusio', 'keycap', 'h5yr', 'proto', 'selfhost']","['The serverless feed. All the things about serverless architectures and technologies.', 'Posts from a curated list of devs in and outside of the Bluesky and AT Proto space, various current and previous social media employees and founders, software and other tools and the people building them, reputable accounts reporting on tech, and so on.\r\n\r\n(Work in progress)', 'Custom keyboard, DIY keyboard, mechanical keyboard, key switch, keycap, etc.']",78,7.8
429,10,429_aiga_cyanideinsomnia_oneul_oxiente,"['aiga', 'cyanideinsomnia', 'oneul', 'oxiente', 'dongles', 'cosmicaces', 'kashiomiart', 'hino', 'hhye', 'helluvaboos']","['artwork by cyanideinsomnia (minus explicit dongles)', 'Illustration by HINO Aiga', 'Artist / Illustrator\nIllustration of Mitshashi Maiko']",36,3.6
430,10,430_survivor_cast_amber_survivors,"['survivor', 'cast', 'amber', 'survivors', 'cbs', 'season', 'firehoses', 'istandwithamberheard', 'unfolding', 'zones']","['Feed with posts mentioning #survivor, #survivor47, and from Survivor players', 'Posts about the CBS show Survivor. Includes #Survivor hashtags as well as tags specific to a season number.', 'Survivor posts, delayed by 2 hours for time zones not affected by daylight savings. WARNING: If you view a post, you leave the feed and may see newer replies! Posts are about the CBS show Survivor. Includes #Survivor hashtags as well as tags specific to a season number.']",64,6.4
431,10,431_fanarts_orginal_imagens_fairyelssie,"['fanarts', 'orginal', 'imagens', 'fairyelssie', 'girgeergiru', 'freewill', 'diferent', 'hardsurce', 'artwors', 'subversive']","['All necro art! 💀 Artworks by Ceres. Commissions, fanarts, OC art, and some sneak peeks into other works.', 'Outsider art showcasing creative works produced by individuals who are largely untrained or unconnected to the mainstream art world - driven by personal vision or necessity rather than commercial or critical expectations.\n\nCreated with surf.social', ""Soft activism & humanists making use of art, sciences to raise awareness and give access to knowledge to one another towards freedom, freewill, self-awareness and well being; setting human first and centering values on equity.\r\n\r\nSpectra Gallery' artistic subversive collective.""]",12,1.2
432,10,432_1929_britechester_beksiski_comicartillustration,"['1929', 'britechester', 'beksiski', 'comicartillustration', 'degrees', 'warhammerpaintingpaintingwarhammer40kpaintingaospaintingminiaturepaintingminiaturetutorialminiaturepaintingtutorialpaintingminiaturesageofsigmarpaintingpaintingminisminipaintingminipaintingtutorial', 'paintingminis', 'zdzisaw', 'sherendoodles', 'sanok']","['Collects painted miniatures from across Bluesky. Picks up minipainting, miniaturepainting, paintingminis, both plain text and hash tags and with spaces.', 'Zdzisław Beksiński is known as a Polish artist. He was born in Sanok, Poland in 1929. He passed away in 2005.', 'Artistic twins Leonardo and London Bee move to Britechester to get their degrees, but an unplanned pregnancy and fame changes the trajectory of their lives.']",17,1.7
433,10,433_hairy_bushsky_gaywaders_httpsneospringorgstupidface,"['hairy', 'bushsky', 'gaywaders', 'httpsneospringorgstupidface', 'latexman', 'bushy', 'gayrubber', 'gayrubberboots', 'gaylatex', 'latexboy']","[""celestinefury's posts, reposts, and replies with furry art largely filtered out, for people not into that. note that filtering is imperfect as the common tags and mutelists used don't catch everything"", 'For us gay rubberducks.\n\ngaylatex gayrubber rubberman rubbermen rubberboy rubberist gaywaders gayrubberboots latexman latexmen latexboy\n\nTrying to exclude AI, spammers', 'NSFW porn with a focus on all things hairy and bushy !\r\n\r\nhairy | hairy pussy | hairy bush | hairy armpits | bushsky\r\n\r\n👉 verified adult creators only\r\n👉 curated and moderated feed\r\n👉 use #bushsky to be included']",107,10.7
434,10,434_exarch_kattabolt_crystal_wolexarch,"['exarch', 'kattabolt', 'crystal', 'wolexarch', 'minoltagang', 'minolta', 'areyoshi', 'sero', 'graha', 'tia']","[""A Feed for following everything on Minolta Photography (some JPN support!), for the Minoltagang. https://discord.gg/6ZzEeHvFtc\n\nSearch Terms (Text/Alt-Text): 'autocord', 'hi-matic',  'maxxum', 'dynax', 'dimage', minolta, rokkor, minoltagang, 'ミノルタ', 'ロッコール'\n\nExcludes Konica, 'コニカミノルタ', MNDigi"", 'Posts about the webcomic project ""Kattabolt"" by areyoshi! Includes update, art, and text posts related to Kattabolt that are posted by areyoshi and their project assistant, slyllama.\n\n""Kattabolt"" is a webcomic about Alex, a pre-teen cat girl in a fantasy world with a lot of secrets to uncover!', 'A feed focusing on Crystal Exarch. Excludes posts without images. Includes solo/ship art, regardless of top/bottom. Search terms: wolexarch, crystal exarch, 수정공, 水晶公, 光公, 公光, ひろ公, 公ひろ, 메테수정, 수정메테']",148,14.8
